Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1.9376848848960562,301.56650430325516,310.5924400708323,1463.0370791918383,45.964867295309894,195.95778297854773,0,-0.02708067878476922,0.015766589139106404,-0.04096052024551938,0.015499625156875788,0.0955786732034933
1.0747837087289014,301.58078720459054,310.4989646213313,1564.0392526203755,38.64454244479747,199.04773830218795,0,0.0205839921809359,0.016326175577845565,-0.023205253472546566,0.044215715363798584,0.028966337273691967
-0.02680534303236975,301.54954195820176,310.5419984070934,1410.9742033941761,47.73440704999118,201.07480681067298,0,-0.007202065909221189,-0.09195942467181614,-0.033993728251352495,0.06172214563836653,0.018605824143168442
1.0139172703578128,301.5050222490338,310.6737118449723,1539.9967609959583,47.13313556157688,206.01161081056296,0,-0.08023128128342998,0.02040452582662314,0.03234483873850081,0.0009248800635681242,0.06691306206056345
0.9987975631833362,301.5252135675239,310.6875273271353,1950.0247164794935,20.582499426999547,207.94116687853185,0,0.021864113599343194,0.006405025346153216,0.08324792851386453,0.043187730320105006,0.10316958102043756
1.947418292137225,301.5074601849308,310.72528953258035,1339.114393612522,53.41594632482315,-0.04424478449560023,0,-0.017219855796207422,0.11127593767359097,-0.014518962282851364,-0.07750855065866433,-0.01003614890819244
-0.036885475425302246,301.54135423599996,310.659696451187,1418.9775222345438,40.09103802069637,2.944208593642093,0,-0.005969406483401594,-0.05108807837537436,0.027311524194099573,-0.012644975063559785,0.019670648530635975
1.0069315232939489,301.469145929609,310.6233122007191,1498.9923174540372,45.68225933652828,8.044548839949181,0,0.04417007954615384,0.03327500995840879,0.029270000827769312,-0.0808892252800132,0.004808162722843807
1.0781175928532065,301.51209986046547,310.5094322154421,1367.998117399356,50.09783928950968,9.950135998653666,0,-0.022979074130703186,0.014534878953973025,-0.046176063721322276,-0.002061687593393338,0.04781376250536369
0.9710638746660242,301.4855835911825,310.53964151267525,1535.93393226815,36.57164882373935,11.92876863028541,0,-0.07236058524369642,-0.014626752879301036,-0.03995878583050249,0.03448244484975246,0.1444056772176489
2.034764457227914,301.54894379298304,310.5055952127038,1469.0146327292678,43.368703823567905,13.975899566588723,0,0.024024385290176323,0.00788233510278594,-0.039962727060824675,0.0786349007055654,0.10658490362610928
0.9561500556544877,301.5954054260592,310.45655850684886,2632.98924436407,12.317008146912865,16.985508656765642,1,0.019867357347495302,-0.036348643025377374,0.9980377622759955,-0.07920578865690209,0.060637565373317805
0.9531410960111797,301.3649361244205,310.4723169637382,1298.0275946457864,62.064185271019696,18.95791194706187,0,0.021607829356546628,0.01696486838905747,0.060497881965880546,-0.047693366955557176,-0.0860483915443249
1.9333684098697537,301.532349613127,310.48691535058504,1543.9918329624816,36.60252269540229,21.016955545139545,0,-0.03572417408954294,0.024823784700630354,-0.0027761605321086577,0.042462828238934235,0.054808188673945595
-0.029026377311500137,301.4495972883546,310.5005598755332,1403.0037507217849,48.17145377358963,23.951183194423873,0,0.02559928612494415,-0.00031941225894385424,-0.02002243766367727,0.04651024940302701,0.08323980927828892
0.9391267790943132,301.5317378794893,310.5336023894643,1452.071187064351,43.311194159239264,29.02902256621253,0,0.11161991843581374,-0.01636714011372483,-0.04084573321553581,0.0035568653963385065,-0.011821614612293856
1.0281142054167995,301.58089376819026,310.52676307367983,1509.0137370905359,43.59727938950094,31.02076059980655,0,0.0010233389549824114,-0.045754531304909474,-0.0035942087172187347,-0.036463745677749404,0.038468096416401615
1.992489336515201,301.75189609570197,310.69370724891576,1474.0193989075512,37.3512694970356,33.03082341216028,0,0.08963387127244021,0.02116001157923609,0.012943828733212988,-0.12647995182594146,-0.01348833609518521
1.9674352856546031,301.7281976939839,310.7684872940649,1377.0120999625635,47.06216222111849,35.9879422736419,0,-0.05909857145301446,-0.05517289795001711,-0.018509964049210615,0.0332037474382547,0.09002256447118241
0.9422185952949909,301.85825087277044,310.88561755787805,1741.0973150566817,27.341190352763597,39.07521239683891,0,0.04199620324767184,0.04008234196058642,0.04195607852583644,-0.036882043256718254,0.03835309512001271
0.9844526259713919,301.82002454444984,310.79627709794863,1460.0449900180186,54.371545612099325,40.96487313731702,0,-0.04526545258097342,0.06750652143673928,-0.06309714344231275,0.06467392027605555,0.0063729058661962925
0.04220124085439521,301.75056201284366,310.6004660063004,1630.9450722490026,32.86233302723996,42.911081773934036,0,-0.06949040633772939,-0.09213727984304008,-0.035929127010820766,-0.007480416123583174,-0.02935674407186747
